,AttackID,Date,Location,Narration,Status,lat,lon
186,169-20,2020-11-16 03:20:00+00:00,"Around 45nm SSW of Brass, Nigeria.",Eight pirates armed with assault rifles in a speed boat boarded a general cargo vessel underway. The pirates stole ship and crew properties and kidnapped five crew before escaping. Remaining crew proceeded to a safe port.,Boarded,3.5352778,6.151111
187,168-20,2020-11-27 01:40:00+00:00,"Takoradi Anchorage, Ghana.","Duty watchmen onboard an anchored bulk carrier noticed two unauthorised persons on the forecastle deck and immediately informed the bridge. Alarm raised and crew mustered. Seeing the alerted crew, the robbers escaped without stealing anything. Incident reported to Port Control.",Boarded,4.8908334,-1.7002778000000003
188,167-20,2020-10-22 06:57:00+00:00,"Around 105nm South of Lagos, Nigeria.","A product tanker underway, was boarded by six armed pirates. The crew managed to retreat into the citadel. The Owners of the tanker notified the IMB Piracy Reporting Centre who liaised with relevant Regional and International Authorities in the region and requested for assistance. A Nigerian Navy patrol boat was dispatched to the location. An Italian Navy frigate and its helicopter also responded. The pirates damaged ship",Boarded,4.650833,3.478889
194,161-20,2020-11-13 14:54:00+00:00,"Around 78nm NW of Neves, Sao Tome and Principe.","Pirates armed with rifles in a small boat approached a Heavy Load Carrier underway. They boarded the ship, opened fire and injured one crew. Before escaping the pirates stole ship and crew properties and kidnapped 14 crew members. The Owners of the ship notified the IMB Piracy Reporting Centre who then liaised with relevant Regional and International Authorities in the region and requested for assistance. Italian, Spanish and Portuguese Navy Vessels arrived at the location and aided the ship. The injured crew was transported on an Italian Aircraft to the hospital in Sao Tome and Principe. The ship and remaining crew were escorted to a safe port.",Boarded,1.1922222,5.557222400000001
196,159-20,2020-11-13 02:12:00+00:00,"Takoradi Anchorage, Ghana.","Unnoticed, robbers boarded an anchored container ship, broke into the forecastle store, stole ship",Boarded,4.8838887,-1.7016667
197,158-20,2020-11-11 01:00:00+00:00,"Around 70nm South of Cotonou, Benin.","Around eight armed pirates in a skiff chased and attempted to board a product tanker underway. Master raised the alarm, increased speed, took evasive manoeuvres and activated the distress alert. As the skiff closed in, the pirates opened fire towards the bridge and accommodation. A Nigerian Navy patrol boat responded to the distress alert. Due to the hardening measures taken by the Master, the skiff aborted the attack. The patrol boat rendezvoused with the tanker and escorted her to a safe port. Some bridge and accommodation damage was reported due to the firing.",Fired Upon,5.2,2.5833333
198,157-20,2020-11-09 20:28:00+00:00,"Around 95nm South of Cotonou, Benin.",A product tanker underway was approached by two skiffs. Alarm raised and all non,Fired Upon,4.761667,2.456389
199,156-20,2020-11-07 06:15:00+00:00,"Around 172nm South of Cotonou, Benin.","Pirates armed with rifles boarded a product tanker underway. Alarm raised, main engine stopped, SSAS activated, CSO informed and all crew mustered in the citadel. Benin Navy dispatched a patrol boat. An Italian Navy frigate and its helicopter responded. A naval boarding team boarded the tanker and once clearance was given, the crew emerged from the citadel and regained control of the tanker. All crew members are reported safe.",Boarded,3.5166667,2.5666666
200,155-20,2020-11-07 16:20:00+00:00,"Around 87nm SW of Bayelsa, Nigeria.","Seven armed pirates in a boat chased a product tanker underway. Alarm raised, crew mustered in citadel, and activated the fire pump. As the boat approached the tanker, the armed team fired warning shots resulting in the boat moving away. Vessel and crew safe. The Incident was reported to local agent.",Attempted,3.5858333,4.6008334
201,154-20,2020-11-04 05:49:00+00:00,"Around 96nm SSW of Brass, Nigeria.",Around six to seven pirates armed with rifles attacked and boarded a product tanker underway. Alarm raised and all crew mustered in the citadel. Local authorities notified. A security vessel was dispatched to assist the tanker. Once the pirates escaped the crew emerged and noticed the bridge equipment damaged. Ship,Boarded,2.7319446,6.0466666
203,152-20,2020-11-03 01:30:00+02:00,"Nacala Anchorage, Mozambique.","Around four to five robbers armed with long knives in a wooden boat came alongside an anchored bulk carrier. They boarded the ship using hooks attached with ropes and broke into the paint locker. Duty crew on routine rounds noticed the robbers, alerted the Duty Officer and retreated into the accommodation. Alarm raised and crew mustered. The robbers stole ship",Boarded,-14.369166,40.70028
208,147-20,2020-10-26 02:25:00+01:00,"Luanda Anchorage, Angola.","Five robbers in a wooden boat approached and came alongside an anchored Offshore Support Vessel. Second Officer noticed the boat and observed one person attempting to board the vessel. Alarm raised and crew mustered. Hearing the alarm and seeing the alerted crew, the robbers aborted the attempted boarding and escaped in their boat. Incident was reported to Port Authorities.",Attempted,-8.733334,13.283334
211,144-20,2020-10-17 20:55:00+00:00,"Around 112nm SSE of Lome, Togo.","A tanker was attacked by pirates while underway. All crew managed to retreat into the citadel. Togo Navy notified and a patrol vessel was dispatched to the location. The Togo Navy team boarded the tanker and a search was carried out. Once deemed safe, the crew emerged from the citadel and the tanker was then escorted to a safe port. All crew reported safe.",Boarded,4.2719445,1.408611
217,138-20,2020-10-09 03:45:00+01:00,Apapa Bulk Terminal Ltd.,"During heavy rain, armed robbers in two boats approached and boarded a berthed product tanker engaged in cargo operations. Deck crew noticed the robbers and raised the alarm. The discharging operations were suspended, all access doors were locked and crew mustered in the citadel. Port Control informed through VHF CH12. Hearing the alarm, the robbers escaped. A Nigerian Navy Officer boarded the tanker for investigation. Nothing reported stolen.",Boarded,6.433764,3.3695326
221,134-20,2020-10-01 03:42:00+00:00,"BMC Pier, Monrovia, Liberia.","Duty AB on routine rounds onboard a berthed tanker noticed one unauthorized person on the forecastle and immediately informed the Duty Officer. Alarm raised and local security guard alerted. Seeing the crew alertness, the robber escape with ship",Boarded,6.351111,-10.796389
226,129-20,2020-02-08 12:00:00+00:00,Ghana.,08.02.2020,Boarded,4.8852777000000005,-1.7005556
232,123-20,2020-09-08 05:30:00+00:00,"Around 33nm SSW of Lagos, Nigeria.","A refrigerated cargo ship was attacked by armed pirates while underway. The pirates kidnapped two crew. The remaining crew managed to retreat into the citadel. Nigerian navy patrol vessels were deployed to the location to assist. The navy boarded the vessel, conducted a search and escorted the vessel to a safe anchorage. Remaining crew reported safe.",Boarded,5.883333,3.2833333
237,118-20,2020-08-28 07:35:00+00:00,"Around 82nm SSE of Anloga, Ghana.",Unknown persons attacked a fishing vessel. Two crews were reported kidnapped. The incident was reported to the Ghana Authorities. Vessel sailed to a safe port. Investigations are ongoing.,Hijacked,4.5688887000000005,1.5177778
239,116-20,2020-08-18 03:50:00+00:00,"Around 13nm SE of Takoradi, Ghana.","Duty  AB on routine rounds onboard an anchored drilling ship noticed a movement near the aft deck. He called for assistance on radio. Seeing the crew alertness, the unknown persons jumped overboard and escaped in their canoe. Upon inspection, it was discovered that the paint store and boxes containing spares was broken into. Nothing reported stolen. Incident reported to the Port Authority.",Boarded,4.729722,-1.5902778
246,109-20,2020-08-10 03:06:00+01:00,"Luanda Anchorage, Angola.","Three robbers boarded an anchored general cargo ship. The deck patrol was threatened and tied by the robbers. When the deck patrol did not report for 15 minutes, the OOW raised the alarm. Crew mustered, proceeded forward and noticed the tied apprehended crew.  The robbers escaped with stolen ship",Boarded,-8.710556,13.3125
251,104-20,2020-07-17 10:00:00+00:00,"Around 196nm SW of Bayelsa, Nigeria.","Eight pirates armed with machine guns boarded a tanker underway. They held hostage all crew members, stole the tanker",Boarded,2.95,2.7666667
254,101-20,2020-06-30 02:35:00+00:00,"Takoradi Anchorages, Ghana.",Duty AB onboard an anchored bulk carrier noticed three robbers on the forecastle and immediately informed the OOW who raised the alarm. Seeing the alerted crew the robbers escaped with stolen ship,Boarded,4.883611,-1.7080555
255,100-20,2020-07-02 22:20:00+00:00,"Around 150nm South of Cotonou, Benin.","Armed pirates attacked and boarded a general cargo ship that was drifting and awaiting operational instructions. They kidnapped five crew members, stole ship",Boarded,3.8216667,2.4166667
257,098-20,2020-06-30 23:15:00+02:00,"Nacala Anchorage, Mozambique","Duty AB on routine rounds onboard an anchored bulk carrier noticed a mooring line cut and missing. Alarm raised, PA announcement made and a search was carried out onboard the ship. Port Control notified and a patrol boat was dispatched to the location.",Boarded,-14.383889000000002,40.685833
259,096-20,2020-06-24 14:30:00+00:00,"Around 60nm South of Cotonou, Benin.","Six armed pirates attacked and boarded a fishing vessel underway, kidnapped six crew and escaped. The incident was reported to the Regional Authorities who coordinated a response and escorted the remaining crew to a safe port.",Boarded,5.366667,2.65
265,090-20,2020-06-09 19:00:00+00:00,"Around 95nm SW of Bayelsa, Nigeria.","Five persons in a skiff, approached a container ship underway. The D",Attempted,3.2416666000000003,4.7166667
271,084-20,2020-05-20 17:30:00+00:00,"Around 142nm SW of Brass, Nigeria.","Seven heavily armed pirates attacked and boarded a general cargo ship underway. The crew retreated into the citadel and contacted the owners and IMB PRC for help. The IMB Piracy Reporting Centre immediately started liaising with the Nigerian Authorities and requested for assistance. Two Nigerian Naval vessels responded. By the time the naval vessels arrived near the ship, the pirates had disembarked. The crew emerged from the citadel and the Naval vessels remained alongside the ship until daylight to ensure safety and security.",Boarded,2.2347221,5.0502224
272,083-20,2020-05-15 12:00:00+00:00,Ivory Coast.,"A fishing vessel carrying out fishing activities was boarded and hijacked by ten pirates. Upon receiving the distress message, the IMB Piracy Reporting Centre",Hijacked,4.587376,-5.5151367
280,SUS-01,2020-05-14 01:30:00+00:00,"Around 107nm South Of Cotonou, Benin",14.05.2020,Suspicious,4.586111,2.4913887999999997
284,072-20,2020-05-10 22:50:00+02:00,"Nacala Anchorage, Mozambique.","One person boarded an anchored tanker during cargo operation. Alarm raised, resulting in the person escaping with his two accomplices in the boat. Port Control was notified. Nothing reported stolen.",Boarded,-14.5002775,40.65139
289,067-20,2020-04-30 18:45:00+00:00,"Around 127nm SW of Bayelsa, Nigeria.","Armed pirates in a skiff attacked and boarded a product tanker underway. They kidnapped 10 crews and escaped. The Owners of the tanker informed the IMB Piracy Reporting Centre who then liaised with relevant regional and international authorities in the region and requested for assistance. A Nigerian Navy Security Vessel was dispatched to the location and provided assistance to the tanker. The four remaining crew members onboard together with the assistance of another sister vessel managed to sail the tanker to a safe port. Nigerian Authorities are investigating. On 25.05.2020, the Owners confirmed that the 10 kidnapped crew members were released safely on 22.05.2020.",Boarded,3.5,3.8333333
292,064-20,2020-03-26 08:30:00+00:00,"Around 21nm SSW of Cotonou, Benin.","Around five persons in a speed boat approached a product tanker underway. PA announcement was made, accommodation locked down and all non",Attempted,5.9855556,2.3505557
293,063-20,2020-03-04 03:45:00+00:00,"Takoradi Anchorage, Ghana.","Robbers in two wooden boats approached and boarded an anchored general cargo ship, stole ship",Boarded,4.9,-1.6852778000000002
300,056-20,2020-04-19 00:30:00+01:00,"Cotonou Anchorage, Benin.","Armed persons boarded an anchored container ship. Alarm raised and crew took shelter in the citadel. Incident reported to the Benin Authorities. A patrol boat in the vicinity was diverted to the location to rescue the crew members and to provide assistance to the ship. Eight crew reported kidnapped from the ship. On 28.05.2020, the Owners confirmed that the 8 kidnapped crew members were released safely on 23.05.2020.",Boarded,6.2764397,2.5339238999999996
309,047-20,2020-03-27 20:00:00+05:30,"Around 8nm East of Alang, India.","Crew onboard a tug towing the barge noticed unauthorised persons boarding the barge, stealing barge properties and escaping. Alarm raised and incident reported to VTS and Coast Guard, who dispatched a boat to investigate.",Boarded,21.400278,72.333336
310,046-20,2020-02-26 00:40:00+01:00,"Luanda Inner Anchorage, Angola.","Crew onboard an anchored offshore supply ship noticed the padlock to the paint store broken. On checking the CCTV footage, it was noticed that four robbers had forced their way into the paint store and stole ship",Boarded,-8.752222,13.2675
311,045-20,2020-03-27 17:00:00+00:00,"Around 97nm South of Bonny Island, Nigeria.",About ten pirates armed with AK,Fired Upon,2.7516667999999997,6.9025
313,043-20,2020-03-25 10:06:00+00:00,"Around 75nm SSW of Bayelsa, Nigeria.",Seven armed pirates in a black speed boat approached and attempted to board a bulk carrier underway. Alarm raised and all non,Attempted,3.118611,5.585555599999999
318,038-20,2020-03-19 01:45:00+01:00,"Lagos Anchorage, Nigeria.","A robber boarded an anchored tanker. Duty crew spotted the robber and raised the alarm. Crew mustered. Hearing the alarm, the robber escaped with stolen cargo. Port control and Nigerian navy notified. A patrol boat was dispatched and Nigeria Naval personnel boarded the vessel for investigations.",Boarded,6.3022222999999995,3.3583333
319,037-20,2020-03-05 07:30:00+00:00,"Around 49nm SE of Lome, Togo.","Master onboard a product tanker underway noticed a skiff on a parallel course. On altering her course, the skiff was seen altering course also and approaching the tanker. Alarm raised and the non",Attempted,5.3672223,1.6
324,032-20,2020-03-07 01:50:00+00:00,"Abidjan Anchorage, Ivory Coast.",A robber in a canoe approached and boarded an anchored offshore tug. The alert crew noticed the presence of the robber and raised the alarm. All crew mustered and a security search was carried out throughout the vessel. Port Control informed and a security boat was sent to the location. It was reported that a mobile phone was stolen from the vessel.,Boarded,5.2728205,-4.03196
325,031-20,2020-03-05 12:46:00+00:00,"Around 45nm SSW of Cotonou, Benin.",Six armed persons boarded a product tanker underway. Distress signal activated and regional authorities notified. All non,Boarded,5.603611,2.343889
327,029-20,2020-02-19 08:20:00+05:30,"Around 7.7nm SSE of Diu, Gujarat, India.",Nine persons in a fishing boat approached a tanker under tow by a tug. Two persons boarded the tanker. The Master of the tug immediately reported the incident to the Indian Coast Guard via vhf ch,Boarded,20.61111,71.0525
331,025-20,2020-02-27 09:24:00+01:00,"Around 48.24nm NNW of Luanda, Angola.",Eight pirates in a small boat approached and attempted to board a product tanker underway. All non,Attempted,-8.167778,12.685
332,024-20,2020-02-21 02:20:00+00:00,"Around 130nm SW of Brass, Nigeria.","Duty office onboard a container ship underway noticed a speed boat approaching at high speed. Alarm raised, speed increased, all non",Fired Upon,2.8175,4.6680555
333,023-20,2020-02-20 01:03:00+00:00,"Around 75nm SSW of Cotonou, Benin.","While underway, armed pirates attacked a tanker and kidnapped nine crew members. Vessel sailed to a safe port. Investigations are ongoing. On 06.03.2020 the nine kidnapped crew members were released safely.",Boarded,5.141944400000001,2.103889
334,022-20,2020-02-18 01:20:00+01:00,"Lagos Secure Anchorage Area, Nigeria.",Three persons in a small boat approached an anchored tanker and attempted to board via the anchor chain. Duty crew on routine rounds noticed the attempted boarding and raised the alarm. Seeing the alerted crew the persons aborted the boarding and escaped in their boat. The incident reported to Port Control.,Attempted,6.2980556,3.2377777
335,021-20,2020-02-15 06:00:00+01:00,"Luanda Anchorage, Angola.",Duty crew onboard an anchored support vessel noticed the paint store broken into and ship,Boarded,-8.716666,13.283334
337,019-20,2020-02-14 07:59:00+00:00,"Around 102nm NW of Sao Tome Island, Sao Tome and Principe.","Armed pirates in two boats approached and boarded a container ship underway. Master raised the alarm, sent distress message, stopped the ship and all crew members mustered in the citadel. Upon receiving the distress message, the IMB Piracy Reporting Centre",Boarded,1.55,5.3166666
340,016-20,2020-01-19 20:10:00+00:00,"Around 73nm South of Cotonou, Benin.","Two pirates armed with AK47 rifles in a boat approached and boarded a drifting container ship. Alarm raised, deck lights switched off, accommodation locked down and engines started and headed towards Tema. Ghana navy was notified and requested to board to search the vessel on arrival. All crew safe. Nothing reported stolen.",Boarded,5.141667,2.2972221
341,015-20,2020-02-01 02:30:00+01:00,"Lagos Anchorage, Nigeria.","Two robbers in a boat boarded an anchored tanker. They tried to seize the duty AB on routine rounds, who managed to escape. Alarm raised. Hearing the alerted crew, the robbers escaped without stealing anything. Incident reported to Nigerian Navy. A patrol boat was dispatched to the location.",Boarded,6.2519445,3.3169443999999997
347,009-20,2020-01-25 01:50:00+01:00,"Lagos Anchorage, Nigeria.","Duty crew onboard an anchored tanker carrying out STS operations noticed an unauthorised person near the forecastle. Alarm sounded. Seeing the alerted crew the person jumped overboard and escaped with his accomplices in a wooden boat. A naval patrol boat arrived at the location, searched the waters around the tanker and remained close to the tanker until daybreak. Nothing reported stolen. Crew and vessel safe.",Boarded,6.2919445,3.331389
349,007-20,2020-01-17 13:00:00+01:00,Nigeria.,"Robbers in a small boat approached an anchored tanker during STS cargo operations. Two of the robbers attempted to board the tanker via the anchor chain. Duty crew on routine rounds noticed the robbers and raised the alarm. Crew mustered and patrol boat informed. Seeing the alerted crew, the robbers aborted the attempted boarding and escaped in their boat. Authorities notified.",Attempted,6.2934589999999995,3.317871
350,006-20,2020-01-07 07:00:00+05:30,"Alang Anchorage, India.","While anchored, persons in a small boat approached and boarded a barge, stole some scrap metal and escaped. Master noticed the persons and reported the incident to the Authorities who managed to apprehend the thieves.",Boarded,21.403334,72.287224
353,002-20,2020-01-21 08:35:00+00:00,"Around 19nm SW of Bayelsa, Nigeria.",Around 15 armed persons in a speed boat chased and fired upon a container vessel underway. Alarm raised and the non,Fired Upon,4.1,5.7480555
354,001-20,2020-01-13 02:04:00+02:00,"Nacala Anchorage, Mozambique.",Duty watchman during rounds on deck noticed two robbers armed with long knives approaching him. He immediately informed the duty officer who raised the alarm and alerted other crew. Upon inspection it was discovered that a mooring rope was missing from the forward store.,Boarded,-14.369166,40.71528
356,005-21,2021-01-13 19:00:00+00:00,"around 120nm SSW of Brass, Nigeria.","While underway, a container ship was approached and fired upon by pirates in a small craft. Alarm sounded and all crew mustered in the citadel. The incident was reported to the Regional Authorities. Ship and crew reported safe.",Fired Upon,2.3994443,5.516667
362,Boarded,2021-01-23 05:35:00+00:00,around 98nm NW of Sao Tome,"While underway, a container ship was boarded by an unknown number of pirates. One crew killed, 15 crews kidnapped. Remaining three crew managed to navigate to a safe port.",007-21,1.0702778,5.0727777000000005
364,Fired Upon,2021-01-13 19:00:00+00:00,"around 120nm SSW of Brass, Nigeria.","While underway, a container ship was approached and fired upon by pirates in a small craft. Alarm sounded and all crew mustered in the citadel. The incident was reported to the Regional Authorities. Ship and crew reported safe.",005-21,2.3994443,5.516667
